,Unnamed: 0,unnamed_0,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_company_organization,is_your_primary_role_within_your_company_related_to_tech_it,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employer_provided_health_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_disorders_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,you_feel_more_comfortable_talking_to_your_coworkers_about_your_physical_health_or_your_mental_health,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_direct_supervisor_s,have_you_ever_discussed_your_mental_health_with_your_employer,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_coworkers,have_you_ever_discussed_your_mental_health_with_coworkers,overall_how_much_importance_does_your_employer_place_on_physical_health,overall_how_much_importance_does_your_employer_place_on_mental_health,do_you_have_medical_coverage_private_insurance_or_state_provided_that_includes_treatment_of_mental_health_disorders,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_issue,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,have_you_had_a_mental_health_disorder_in_the_past,have_you_ever_sought_treatment_for_a_mental_health_disorder_from_a_mental_health_professional,do_you_have_a_family_history_of_mental_illness,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_issue_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,what_is_your_age,what_is_your_gender,what_is_your_race,survey_year
1247,74,74,100-500,1,1,0,-1,0,0,2,1,2,0,2,0,8.0,5.0,-1,-1,-1,,1,1,1,1,30.0,0,,2019
1248,75,75,1-5,1,1,0,-1,1,0,0,1,0,0,2,0,9.0,8.0,-1,-1,-1,,0,0,0,-1,29.0,0,,2019
1249,76,76,500-1000,1,1,0,0,0,0,0,1,1,0,0,0,6.0,3.0,-1,-1,-1,,1,1,1,-1,34.0,0,,2019
1250,77,77,100-500,1,1,0,1,0,0,0,0,1,1,1,1,3.0,3.0,-1,-1,-1,,0,1,0,2,40.0,0,,2019
1251,78,78,500-1000,1,1,-1,-1,0,0,2,1,0,0,0,0,8.0,5.0,-1,-1,-1,,0,0,2,2,31.0,non binary,,2019
1252,79,79,100-500,1,1,2,0,0,2,1,1,2,0,2,0,9.0,8.0,-1,-1,-1,,0,0,1,-1,27.0,0,,2019
1253,80,80,More than 1000,0,1,1,1,1,1,1,0,1,0,1,0,6.0,7.0,-1,-1,-1,,0,0,1,-1,47.0,0,White,2019
1254,81,81,100-500,0,1,1,1,0,1,1,1,2,0,2,0,6.0,4.0,-1,-1,-1,,1,1,1,0,24.0,1,White,2019
1255,82,82,100-500,1,1,1,1,0,0,1,1,1,0,2,0,7.0,3.0,-1,-1,-1,,0,1,0,-1,36.0,0,,2019
1256,83,83,100-500,1,1,2,0,0,2,2,1,2,0,1,0,8.0,5.0,-1,-1,-1,,0,0,2,-1,28.0,0,,2019
1257,84,84,500-1000,1,1,1,1,1,1,2,1,2,1,2,1,5.0,7.0,-1,-1,-1,,0,0,0,0,34.0,0,,2019
1258,85,85,100-500,1,1,2,0,0,0,2,1,1,0,1,1,5.0,5.0,-1,-1,-1,,0,0,0,-1,28.0,0,,2019
1259,86,86,500-1000,1,1,1,1,0,0,2,1,0,0,0,0,7.0,4.0,-1,-1,-1,,1,1,1,2,36.0,0,,2019
1260,87,87,100-500,1,1,1,1,2,0,1,1,1,0,2,0,10.0,8.0,-1,-1,-1,,0,0,2,0,24.0,0,,2019
1261,88,88,6-25,1,1,1,1,0,0,1,1,2,0,2,0,5.0,5.0,-1,-1,-1,,1,1,1,0,32.0,cishet male,White,2019
1262,89,89,26-100,0,1,0,0,1,0,1,1,2,0,1,1,5.0,3.0,-1,-1,-1,,1,1,2,0,33.0,0,,2019
1263,90,90,100-500,1,1,2,0,2,2,2,1,2,0,2,0,6.0,5.0,-1,-1,-1,,0,1,2,0,39.0,0,More than one of the above,2019
1264,91,91,More than 1000,0,1,1,1,0,1,2,1,0,0,0,0,7.0,5.0,-1,-1,-1,,1,1,2,1,26.0,1,More than one of the above,2019
1265,92,92,100-500,1,1,1,1,1,1,2,1,2,0,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,32.0,1,White,2019
1266,93,93,26-100,1,1,1,0,1,1,1,0,1,0,1,1,7.0,7.0,-1,-1,-1,,1,1,2,0,42.0,0,,2019
1267,94,94,More than 1000,1,1,1,1,0,1,2,1,0,0,2,-1,10.0,8.0,-1,-1,-1,,1,0,2,1,41.0,0,White,2019
1268,95,95,100-500,1,1,1,1,1,0,2,0,0,0,2,1,8.0,4.0,-1,-1,-1,,1,1,1,1,32.0,0,,2019
1269,96,96,More than 1000,0,1,0,1,0,1,2,1,0,0,0,0,3.0,3.0,-1,-1,-1,,2,1,1,-1,32.0,1,White,2019
1270,97,97,100-500,1,1,1,0,2,1,2,0,1,0,1,0,7.0,8.0,-1,-1,-1,,1,1,1,0,31.0,1,White,2019
1271,98,98,100-500,1,1,-1,-1,0,0,2,1,2,0,1,1,8.0,7.0,-1,-1,-1,,1,1,1,0,34.0,non-binary,,2019
1272,99,99,More than 1000,1,1,1,0,1,1,2,1,0,0,0,0,4.0,1.0,-1,-1,-1,,1,0,1,1,36.0,-1,,2019
1273,100,100,100-500,1,1,2,0,1,2,1,1,1,0,0,0,10.0,10.0,-1,-1,-1,,0,0,0,-1,33.0,0,,2019
1274,101,101,26-100,1,1,2,0,0,2,1,1,2,0,2,0,5.0,5.0,-1,-1,-1,,1,1,1,-1,30.0,0,White,2019
1275,102,102,26-100,1,1,2,1,0,0,2,1,2,1,1,1,3.0,0.0,-1,-1,-1,,1,1,1,1,45.0,1,White,2019
1276,103,103,More than 1000,1,1,1,0,1,1,2,0,1,0,1,1,7.0,7.0,-1,-1,-1,,0,0,0,0,30.0,0,White,2019
1277,104,104,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,-1,48.0,0,,2019
1278,105,105,100-500,1,1,1,0,0,0,2,1,0,0,2,0,5.0,5.0,-1,-1,-1,,2,0,2,1,29.0,0,,2019
1279,106,106,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,51-75%,1,1,2,1,35.0,1,,2019
1280,107,107,100-500,1,1,2,0,0,2,2,1,0,0,2,1,5.0,2.0,-1,-1,-1,,-1,1,2,1,41.0,0,White,2019
1281,108,108,26-100,0,1,1,1,0,0,1,0,2,0,1,1,1.0,5.0,-1,-1,-1,,0,0,1,0,27.0,1,White,2019
1282,109,109,6-25,1,1,1,1,0,1,1,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,2,0,42.0,0,White,2019
1283,110,110,100-500,1,1,2,0,0,0,2,1,1,0,1,1,5.0,3.0,-1,-1,-1,,1,1,1,0,32.0,0,White,2019
1284,111,111,100-500,1,1,2,0,2,2,2,1,1,0,2,0,6.0,5.0,-1,-1,-1,,0,0,0,-1,32.0,0,White,2019
1285,112,112,1-5,1,1,1,1,0,0,1,0,0,0,0,1,5.0,8.0,-1,-1,-1,,1,1,1,0,20.0,woman,White,2019
1286,113,113,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,26-50%,1,1,1,2,24.0,woman,White,2019
1287,114,114,500-1000,0,1,2,0,1,2,2,0,1,0,2,0,6.0,6.0,-1,-1,-1,,0,0,0,0,0.0,0,White,2019
1288,115,115,26-100,1,1,2,0,0,0,2,1,1,0,2,0,7.0,7.0,-1,-1,-1,,0,0,0,0,38.0,0,White,2019
1289,116,116,6-25,1,1,2,1,0,0,2,1,2,0,2,0,8.0,5.0,-1,-1,-1,,1,1,2,0,31.0,0,White,2019
1290,117,117,26-100,1,0,1,1,1,1,1,2,0,0,0,1,3.0,1.0,-1,-1,-1,,1,1,1,0,26.0,0,More than one of the above,2019
1291,118,118,26-100,1,1,1,0,0,0,1,1,1,1,1,1,5.0,6.0,-1,-1,-1,,1,1,1,2,40.0,0,White,2019
1292,119,119,6-25,0,1,1,0,0,0,2,0,2,0,2,0,7.0,7.0,-1,-1,-1,,1,1,1,0,30.0,0,White,2019
1293,120,120,26-100,0,1,1,1,0,2,2,1,2,0,2,0,0.0,0.0,-1,-1,-1,,2,1,0,0,38.0,0,White,2019
1294,121,121,More than 1000,1,1,1,1,1,1,2,0,1,1,2,0,5.0,5.0,-1,-1,-1,,0,1,0,-1,28.0,0,White,2019
1295,122,122,More than 1000,0,0,-1,0,0,0,2,1,0,0,0,0,2.0,1.0,-1,-1,-1,,0,0,0,2,28.0,1,,2019
1296,123,123,More than 1000,1,0,1,0,0,1,2,1,0,1,0,1,6.0,3.0,-1,-1,-1,,1,1,1,1,30.0,0,White,2019
1297,124,124,More than 1000,0,1,1,1,1,1,2,0,1,1,1,1,7.0,5.0,-1,-1,-1,,1,1,1,0,23.0,nonbinary,White,2019
1298,125,125,More than 1000,1,1,2,0,0,0,2,0,1,1,1,1,10.0,3.0,-1,-1,-1,,2,0,2,0,30.0,0,White,2019
1299,126,126,More than 1000,0,0,1,1,1,1,2,0,1,1,2,1,5.0,9.0,-1,-1,-1,,1,1,1,0,33.0,1,White,2019
1300,127,127,500-1000,0,1,1,1,0,0,1,0,0,0,1,1,10.0,4.0,-1,-1,-1,,0,1,1,0,53.0,1,White,2019
1301,128,128,More than 1000,0,1,1,1,1,2,1,1,2,1,2,1,5.0,2.0,-1,-1,-1,,1,1,2,1,38.0,0,White,2019
1302,129,129,26-100,1,1,0,-1,0,0,2,0,2,0,2,0,0.0,0.0,-1,-1,-1,,1,0,0,-1,34.0,0,,2019
1303,130,130,More than 1000,0,1,2,0,0,2,2,1,1,0,0,0,8.0,7.0,-1,-1,-1,,0,0,2,-1,40.0,0,White,2019
1304,131,131,More than 1000,1,1,1,0,0,2,2,1,1,0,2,0,7.0,5.0,-1,-1,-1,,0,0,1,-1,42.0,0,Asian,2019
1305,132,132,6-25,1,1,1,0,0,0,2,0,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,2,0,42.0,0,White,2019
1306,133,133,26-100,0,1,1,1,0,1,2,1,2,0,2,1,8.0,5.0,-1,-1,-1,,1,1,2,0,38.0,0,,2019
1307,134,134,More than 1000,0,1,1,1,0,1,1,1,2,1,2,1,6.0,6.0,-1,-1,-1,,1,1,1,0,33.0,agender,White,2019
1308,135,135,100-500,1,1,1,1,2,2,1,1,2,0,2,1,8.0,5.0,-1,-1,-1,,1,1,1,2,35.0,0,White,2019
1309,136,136,100-500,1,1,0,-1,0,0,2,1,0,0,0,0,6.0,2.0,-1,-1,-1,,1,0,2,0,27.0,1,,2019
1310,137,137,More than 1000,0,1,-1,1,1,0,2,0,1,1,2,0,7.0,7.0,-1,-1,-1,,0,0,0,-1,28.0,1,,2019
1311,138,138,More than 1000,1,1,0,0,0,0,0,2,0,0,0,0,1.0,1.0,-1,-1,-1,,-1,1,0,0,42.0,0,,2019
1312,139,139,More than 1000,1,1,2,-1,0,0,2,0,2,0,2,0,5.0,5.0,-1,-1,-1,,2,0,2,-1,35.0,1,,2019
1313,140,140,More than 1000,0,1,1,1,0,1,1,1,0,0,2,1,3.0,1.0,-1,-1,-1,,1,1,0,2,40.0,0,White,2019
1314,141,141,100-500,0,1,1,1,1,0,2,1,0,0,0,0,7.0,5.0,-1,-1,-1,,1,1,1,1,54.0,1,White,2019
1315,142,142,100-500,1,1,1,0,0,0,2,0,1,0,2,0,5.0,9.0,-1,-1,-1,,1,1,1,0,37.0,0,White,2019
1316,143,143,More than 1000,0,0,1,1,2,1,1,1,0,1,2,1,10.0,8.0,-1,-1,-1,,0,1,2,-1,26.0,1,White,2019
1317,144,144,100-500,0,1,2,0,0,0,2,1,0,0,2,0,6.0,0.0,-1,-1,-1,,2,0,2,1,37.0,0,,2019
1318,145,145,More than 1000,0,1,1,1,0,0,2,1,0,0,0,1,6.0,0.0,-1,-1,-1,,1,1,2,-1,49.0,1,White,2019
1319,146,146,More than 1000,0,1,2,0,1,1,1,1,2,0,2,0,9.0,8.0,-1,-1,-1,,0,0,0,-1,23.0,0,Asian,2019
1320,147,147,100-500,1,1,1,0,1,1,1,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,2,0,42.0,1,,2019
1321,148,148,More than 1000,1,1,1,0,1,1,1,1,0,1,0,0,8.0,4.0,-1,-1,-1,,2,0,0,1,49.0,0,,2019
1322,149,149,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,2,,2,0,0,0,38.0,0,,2019
1323,150,150,100-500,1,1,2,0,1,1,2,1,0,0,0,0,6.0,6.0,-1,-1,-1,,0,0,1,1,41.0,1,,2019
1324,151,151,100-500,1,1,1,1,1,1,1,1,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,0,0,33.0,0,,2019
1325,152,152,26-100,1,1,1,1,1,2,2,0,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,1,0,27.0,0,White,2019
1326,153,153,More than 1000,0,1,1,1,1,1,2,1,0,0,0,1,7.0,7.0,-1,-1,-1,,0,0,0,0,47.0,0,,2019
1327,154,154,100-500,1,1,2,0,1,0,1,1,2,0,0,0,8.0,3.0,-1,-1,-1,,1,1,1,2,28.0,0,White,2019
1328,155,155,More than 1000,1,1,1,1,0,0,2,1,2,0,2,1,6.0,4.0,-1,-1,-1,,1,1,1,2,49.0,1,,2019
1329,156,156,More than 1000,0,0,2,0,0,0,1,1,0,0,0,0,6.0,5.0,-1,-1,-1,,1,1,2,1,23.0,0,,2019
1330,157,157,More than 1000,0,1,1,1,1,2,1,1,2,0,2,1,10.0,6.0,-1,-1,-1,,1,1,2,0,23.0,questioning,Black or African American,2019
1331,158,158,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,2,38.0,cis male,White,2019
1332,159,159,1-5,1,1,0,-1,2,0,1,0,1,1,1,1,10.0,10.0,-1,-1,-1,,1,1,1,0,45.0,0,White,2019
1333,160,160,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,76-100%,1,1,1,2,35.0,0,White,2019
1334,161,161,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,2,,1,1,1,0,51.0,0,,2019
1335,162,162,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,0,1,-1,34.0,1,White,2019
1336,163,163,26-100,1,1,1,1,1,1,2,1,1,1,2,1,6.0,7.0,-1,-1,-1,,1,1,1,1,29.0,0,White,2019
1337,164,164,26-100,1,1,2,0,0,2,2,1,2,0,2,1,3.0,3.0,-1,-1,-1,,2,0,2,0,40.0,0,White,2019
1338,165,165,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,26-50%,1,0,0,0,38.0,0,,2019
1339,166,166,26-100,1,1,1,0,0,0,2,1,0,0,2,1,2.0,2.0,-1,-1,-1,,1,1,1,0,32.0,cis male,White,2019
1340,167,167,More than 1000,1,1,1,1,1,2,2,1,1,1,2,1,7.0,4.0,-1,-1,-1,,1,1,1,0,22.0,1,White,2019
1341,168,168,1-5,1,1,1,1,1,2,1,0,1,1,2,1,8.0,8.0,-1,-1,-1,,1,1,1,1,28.0,0,White,2019
1342,169,169,More than 1000,1,1,2,0,1,2,2,1,0,0,0,0,5.0,4.0,-1,-1,-1,,1,1,2,-1,29.0,1,White,2019
1343,170,170,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,1-25%,1,0,0,2,32.0,i have a penis,White,2019
1344,171,171,100-500,1,1,1,0,0,2,2,1,2,0,1,1,5.0,5.0,-1,-1,-1,,1,1,1,0,38.0,1,White,2019
1345,172,172,26-100,1,1,2,0,0,2,2,1,0,0,2,1,6.0,5.0,-1,-1,-1,,0,0,0,-1,30.0,0,Hispanic,2019
1346,173,173,More than 1000,0,1,1,1,2,1,2,1,0,0,0,0,8.0,5.0,-1,-1,-1,,1,1,1,0,37.0,1,White,2019
1347,174,174,More than 1000,1,1,1,1,1,1,2,1,2,0,2,1,10.0,5.0,-1,-1,-1,,1,1,1,0,38.0,1,White,2019
1348,175,175,100-500,1,1,1,1,1,1,2,0,2,1,2,1,8.0,5.0,-1,-1,-1,,1,1,1,1,51.0,1,White,2019
1349,176,176,More than 1000,0,1,1,1,1,1,1,1,2,1,2,1,10.0,8.0,-1,-1,-1,,1,1,1,1,39.0,0,White,2019
1350,177,177,More than 1000,0,1,1,0,2,2,2,1,1,0,0,0,7.0,8.0,-1,-1,-1,,0,0,0,0,22.0,0,White,2019
1351,178,178,More than 1000,1,1,1,1,2,1,1,0,0,1,1,1,7.0,5.0,-1,-1,-1,,1,1,1,2,26.0,0,White,2019
1352,179,179,100-500,0,1,2,0,0,0,0,1,0,0,0,1,5.0,1.0,-1,-1,-1,,1,0,1,1,42.0,0,More than one of the above,2019
1353,180,180,100-500,0,1,-1,0,1,0,2,1,0,1,0,0,5.0,2.0,-1,-1,-1,,1,1,0,-1,49.0,0,,2019
1354,181,181,More than 1000,1,1,1,0,1,1,1,0,1,0,1,1,8.0,8.0,-1,-1,-1,,0,0,1,0,48.0,0,,2019
1355,182,182,More than 1000,0,1,1,1,1,1,1,1,2,0,0,1,7.0,8.0,-1,-1,-1,,1,1,1,2,25.0,0,,2019
1356,183,183,6-25,1,1,-1,-1,0,0,2,1,2,1,2,1,4.0,8.0,-1,-1,-1,,1,1,2,0,31.0,0,,2019
1357,184,184,1-5,1,1,1,0,0,1,1,1,2,0,2,1,8.0,8.0,-1,-1,-1,,0,0,0,0,63.0,0,White,2019
1358,185,185,More than 1000,1,1,0,0,0,0,2,1,0,0,0,0,7.0,5.0,-1,-1,-1,,0,0,0,2,30.0,1,,2019
1359,186,186,100-500,1,1,2,0,0,2,2,1,2,0,2,1,10.0,10.0,-1,-1,-1,,1,1,2,0,34.0,0,,2019
1360,187,187,100-500,1,1,0,-1,0,0,2,0,2,1,1,1,6.0,3.0,-1,-1,-1,,1,1,1,2,41.0,0,,2019
1361,188,188,More than 1000,0,1,0,0,0,1,0,1,1,1,2,0,5.0,5.0,-1,-1,-1,,1,1,1,0,31.0,0,,2019
1362,189,189,More than 1000,0,1,2,0,0,2,2,1,1,0,2,1,6.0,4.0,-1,-1,-1,,0,0,1,0,29.0,woman,,2019
1363,190,190,More than 1000,0,1,1,0,0,1,2,1,0,0,0,0,6.0,4.0,-1,-1,-1,,1,1,1,2,29.0,0,White,2019
1364,191,191,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,1-25%,1,1,1,1,44.0,rr,Black or African American,2019
1365,192,192,More than 1000,1,1,2,0,0,2,2,1,2,0,1,0,6.0,3.0,-1,-1,-1,,0,0,0,1,32.0,0,White,2019
1366,193,193,More than 1000,0,1,2,0,0,0,2,1,2,0,2,0,7.0,6.0,-1,-1,-1,,1,1,1,0,28.0,0,,2019
1367,194,194,More than 1000,0,1,1,1,2,1,1,1,2,0,2,0,7.0,6.0,-1,-1,-1,,0,0,2,0,36.0,0,White,2019
1368,195,195,More than 1000,1,1,2,0,0,2,2,1,0,0,2,0,8.0,6.0,-1,-1,-1,,1,1,1,1,28.0,cis woman,White,2019
1369,196,196,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,1,1,1,0,30.0,1,White,2019
1370,197,197,More than 1000,0,1,1,1,1,1,2,0,1,0,1,0,8.0,8.0,-1,-1,-1,,0,0,0,2,36.0,0,White,2019
1371,198,198,6-25,1,1,1,0,0,0,2,0,2,1,2,1,5.0,3.0,-1,-1,-1,,1,1,1,0,40.0,0,White,2019
1372,199,199,100-500,1,1,2,0,0,0,2,1,1,0,2,0,4.0,0.0,-1,-1,-1,,0,0,0,-1,27.0,0,White,2019
1373,200,200,More than 1000,0,1,1,0,0,2,2,1,1,1,2,1,3.0,2.0,-1,-1,-1,,1,1,1,0,28.0,1,,2019
1374,201,201,More than 1000,1,1,1,1,1,1,1,1,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,34.0,0,White,2019
1375,202,202,6-25,1,1,1,1,1,1,2,0,1,1,1,1,9.0,10.0,-1,-1,-1,,2,1,2,0,34.0,0,White,2019
1376,203,203,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,76-100%,1,1,1,0,34.0,1,White,2019
1377,204,204,100-500,1,0,1,1,0,1,2,1,2,1,2,1,6.0,1.0,-1,-1,-1,,1,1,1,1,27.0,1,White,2019
1378,205,205,More than 1000,1,0,1,1,0,0,1,0,2,0,2,1,5.0,3.0,-1,-1,-1,,1,1,1,1,44.0,1,White,2019
1379,206,206,100-500,0,1,0,0,0,0,2,1,0,1,0,1,8.0,5.0,-1,-1,-1,,1,1,2,0,36.0,0,,2019
1380,207,207,More than 1000,0,1,1,1,1,1,2,0,1,1,1,1,10.0,10.0,-1,-1,-1,,1,1,1,-1,31.0,1,White,2019
1381,208,208,100-500,1,1,1,1,1,1,2,0,1,0,1,1,8.0,10.0,-1,-1,-1,,1,1,0,0,26.0,agender trans woman,More than one of the above,2019
1382,209,209,6-25,1,1,1,1,0,2,1,0,1,1,1,1,7.0,8.0,-1,-1,-1,,0,0,0,0,39.0,0,White,2019
1383,210,210,More than 1000,0,1,1,1,1,1,1,0,1,1,1,1,6.0,5.0,-1,-1,-1,,1,1,1,-1,36.0,1,White,2019
1384,211,211,6-25,1,1,-1,1,0,0,1,1,2,0,2,1,9.0,6.0,-1,-1,-1,,1,1,1,0,25.0,1,White,2019
1385,212,212,More than 1000,0,1,0,0,0,0,2,1,0,0,0,0,0.0,0.0,-1,-1,-1,,1,1,2,-1,47.0,0,,2019
1386,213,213,More than 1000,0,1,1,0,1,1,2,0,1,1,1,1,5.0,7.0,-1,-1,-1,,1,1,2,0,38.0,0,,2019
1387,214,214,26-100,1,1,2,-1,1,0,2,0,2,1,2,1,10.0,10.0,-1,-1,-1,,1,0,0,-1,33.0,0,,2019
1388,215,215,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,26-50%,1,1,2,2,59.0,1,,2019
1389,216,216,100-500,1,1,1,1,1,0,1,1,1,0,2,1,5.0,7.0,-1,-1,-1,,1,1,1,0,39.0,0,White,2019
1390,217,217,100-500,1,1,-1,-1,1,2,1,1,2,0,0,0,5.0,5.0,-1,-1,-1,,1,1,2,0,19.0,1,White,2019
1391,218,218,6-25,0,1,-1,-1,0,0,2,1,0,0,0,0,5.0,3.0,-1,-1,-1,,1,1,1,0,35.0,0,White,2019
1392,219,219,26-100,1,1,1,1,0,0,2,1,0,0,2,0,0.0,0.0,-1,-1,-1,,1,1,1,1,38.0,0,White,2019
1393,220,220,100-500,1,1,2,1,2,1,2,1,0,0,2,0,8.0,10.0,-1,-1,-1,,0,0,0,-1,23.0,1,,2019
1394,221,221,More than 1000,0,0,1,1,0,1,1,1,1,1,0,1,8.0,1.0,-1,-1,-1,,1,1,1,-1,32.0,0,White,2019
1395,222,222,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,2,1,1,1,39.0,0,White,2019
1396,223,223,More than 1000,0,0,1,1,0,1,1,1,2,0,2,-1,6.0,6.0,-1,-1,-1,,0,0,0,0,33.0,0,White,2019
1397,224,224,500-1000,1,1,2,0,0,0,1,1,1,1,2,1,5.0,4.0,-1,-1,-1,,1,1,0,2,38.0,1,,2019
1398,225,225,26-100,1,1,1,0,0,2,2,0,2,0,2,0,6.0,6.0,-1,-1,-1,,1,1,0,0,42.0,0,White,2019
1399,226,226,500-1000,1,0,2,1,0,0,2,1,0,0,2,0,5.0,0.0,-1,-1,-1,,0,0,0,0,39.0,1,White,2019
1400,227,227,More than 1000,1,1,-1,0,0,0,2,0,1,0,1,0,8.0,5.0,-1,-1,-1,,0,0,0,1,30.0,0,,2019
1401,228,228,100-500,1,1,0,0,2,2,2,0,1,1,2,1,8.0,6.0,-1,-1,-1,,1,0,2,2,39.0,0,,2019
1402,229,229,500-1000,1,1,2,0,0,0,2,1,2,0,2,0,10.0,6.0,-1,-1,-1,,2,1,1,-1,50.0,0,,2019
1403,230,230,100-500,0,0,2,0,0,0,2,0,2,0,2,0,5.0,5.0,-1,-1,-1,,0,0,0,-1,43.0,43,,2019
1404,231,231,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,0,0,59.0,1,White,2019
1405,232,232,More than 1000,0,1,1,1,1,1,1,1,2,0,0,0,10.0,8.0,-1,-1,-1,,1,1,1,0,53.0,0,White,2019
1406,233,233,6-25,1,1,1,0,1,2,2,1,1,0,2,0,6.0,7.0,-1,-1,-1,,1,0,2,0,35.0,0,White,2019
1407,234,234,6-25,1,0,1,1,1,1,1,0,1,0,1,0,5.0,10.0,-1,-1,-1,,0,1,1,-1,27.0,1,,2019
1408,235,235,6-25,1,1,1,0,0,0,0,1,0,0,0,0,5.0,5.0,-1,-1,-1,,0,0,1,0,24.0,1,,2019
1409,236,236,6-25,1,1,1,1,2,2,2,0,1,0,2,1,10.0,10.0,-1,-1,-1,,1,1,1,-1,29.0,trans man,White,2019
1410,237,237,More than 1000,1,1,1,1,0,0,2,1,1,0,0,0,10.0,2.0,-1,-1,-1,,1,1,1,-1,40.0,1,,2019
1411,238,238,100-500,1,1,-1,-1,0,0,2,1,2,0,2,0,9.0,2.0,-1,-1,-1,,2,0,0,-1,27.0,0,,2019
1412,239,239,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,0,46.0,0,,2019
1413,240,240,100-500,1,1,0,0,0,0,0,1,0,0,0,0,10.0,0.0,-1,-1,-1,,0,0,0,1,39.0,0,,2019
1414,241,241,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,2,0,2,-1,19.0,0,,2019
1415,242,242,500-1000,1,1,0,0,0,0,2,0,0,0,2,0,1.0,1.0,-1,-1,-1,,0,0,0,-1,28.0,0,,2019
1416,243,243,More than 1000,0,0,2,0,1,1,1,1,2,0,2,-1,10.0,8.0,-1,-1,-1,,0,0,1,-1,30.0,0,Asian,2019
1417,244,244,More than 1000,1,0,1,1,1,1,2,0,2,0,1,0,8.0,8.0,-1,-1,-1,,1,1,2,-1,29.0,1,Black or African American,2019
1418,245,245,More than 1000,0,1,2,0,0,0,2,1,2,0,1,0,7.0,3.0,-1,-1,-1,,1,0,2,0,24.0,0,White,2019
1419,246,246,More than 1000,1,1,-1,0,0,0,2,0,1,1,1,1,8.0,5.0,-1,-1,-1,,1,1,1,0,25.0,1,White,2019
1420,247,247,500-1000,0,1,2,0,1,2,2,1,2,0,2,0,2.0,5.0,-1,-1,-1,,1,1,2,0,45.0,0,,2019
1421,248,248,More than 1000,1,1,1,1,1,1,1,1,2,0,0,0,8.0,7.0,-1,-1,-1,,1,1,0,0,37.0,0,Asian,2019
1422,249,249,6-25,1,1,2,0,0,0,2,0,2,0,2,0,7.0,6.0,-1,-1,-1,,0,0,1,-1,22.0,0,White,2019
1423,250,250,500-1000,1,1,1,1,1,1,2,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,2,35.0,1,White,2019
1424,251,251,More than 1000,0,1,2,0,2,2,2,1,2,0,0,1,10.0,2.0,-1,-1,-1,,1,1,1,0,50.0,0,White,2019
